ProductID,ProductName,Category,Price,StockQuantity
PROD2051,Product_51,Electronics,14.08,118
PROD2052,Product_52,Toys,58.07,78
PROD2053,Product_53,Electronics,48.82,154
PROD2054,Product_54,Clothing,64.21,82
PROD2055,Product_55,Toys,53.12,111
PROD2056,Product_56,Clothing,44.09,108
PROD2057,Product_57,Clothing,67.71,192
PROD2058,Product_58,Toys,28.9,198
PROD2059,Product_59,Clothing,86.6,51
PROD2060,Product_60,Home,47.6,74
PROD2061,Product_61,Clothing,68.47,50
PROD2062,Product_62,Clothing,93.66,190
PROD2063,Product_63,Home,72.59,186
PROD2064,Product_64,Electronics,67.99,158
PROD2065,Product_65,Clothing,95.87,89
PROD2066,Product_66,Home,40.17,70
PROD2067,Product_67,Clothing,70.67,95
PROD2068,Product_68,Toys,80.33,171
PROD2069,Product_69,Home,61.56,66
PROD2070,Product_70,Home,20.53,154
PROD2071,Product_71,Toys,74.9,192
PROD2072,Product_72,Toys,10.13,131
PROD2073,Product_73,Electronics,90.45,180
PROD2074,Product_74,Electronics,75.09,109
PROD2075,Product_75,Electronics,85.07,115
PROD2076,Product_76,Home,84.31,170
PROD2077,Product_77,Electronics,86.02,100
PROD2078,Product_78,Clothing,88.17,89
PROD2079,Product_79,Clothing,62.12,69
PROD2080,Product_80,Home,77.94,152
PROD2081,Product_81,Clothing,23.07,126
PROD2082,Product_82,Electronics,79.26,170
PROD2083,Product_83,Clothing,12.08,172
PROD2084,Product_84,Toys,68.38,90
PROD2085,Product_85,Clothing,52.22,123
PROD2086,Product_86,Home,91.84,66
PROD2087,Product_87,Electronics,93.13,198
PROD2088,Product_88,Home,69.78,99
PROD2089,Product_89,Toys,15.89,165
PROD2090,Product_90,Home,74.81,140
PROD2091,Product_91,Home,42.42,169
PROD2092,Product_92,Toys,73.61,189
PROD2093,Product_93,Electronics,54.87,157
PROD2094,Product_94,Electronics,27.54,50
PROD2095,Product_95,Clothing,17.55,137
PROD2096,Product_96,Toys,89.09,145
PROD2097,Product_97,Electronics,12.02,96
PROD2098,Product_98,Electronics,22.92,129
PROD2099,Product_99,Clothing,88.19,114
PROD2100,Product_100,Home,40.08,101
PROD2101,Product_101,Home,82.06,186
PROD2102,Product_102,Home,25.43,57
PROD2103,Product_103,Home,97.47,113
PROD2104,Product_104,Home,71.5,123
PROD2105,Product_105,Toys,40.13,91
PROD2106,Product_106,Clothing,31.06,61
PROD2107,Product_107,Home,85.93,169
PROD2108,Product_108,Home,70.77,160
PROD2109,Product_109,Electronics,84.37,77
PROD2110,Product_110,Clothing,49.46,97
PROD2111,Product_111,Electronics,97.24,80
PROD2112,Product_112,Home,92.65,85
PROD2113,Product_113,Electronics,94.22,165
PROD2114,Product_114,Home,69.14,96
PROD2115,Product_115,Clothing,76.72,120
PROD2116,Product_116,Home,99.14,114
PROD2117,Product_117,Toys,40.54,125
PROD2118,Product_118,Toys,24.53,82
PROD2119,Product_119,Electronics,75.85,183
PROD2120,Product_120,Electronics,32.17,177
PROD2121,Product_121,Clothing,25.88,147
PROD2122,Product_122,Toys,84.3,158
PROD2123,Product_123,Clothing,41.26,80
PROD2124,Product_124,Clothing,77.05,109
PROD2125,Product_125,Toys,71.56,61
PROD2126,Product_126,Clothing,33.65,60
PROD2127,Product_127,Toys,70.31,123
PROD2128,Product_128,Electronics,99.97,124
PROD2129,Product_129,Toys,69.12,104
PROD2130,Product_130,Clothing,44.78,153
PROD2131,Product_131,Clothing,72.16,118
PROD2132,Product_132,Clothing,24.56,100
PROD2133,Product_133,Home,36.73,141
PROD2134,Product_134,Home,73.3,129
PROD2135,Product_135,Clothing,14.89,113
PROD2136,Product_136,Electronics,93.73,157
PROD2137,Product_137,Electronics,16.7,113
PROD2138,Product_138,Clothing,14.85,124
PROD2139,Product_139,Clothing,46.5,160
PROD2140,Product_140,Clothing,91.62,68
PROD2141,Product_141,Clothing,47.45,157
PROD2142,Product_142,Toys,39.25,85
PROD2143,Product_143,Toys,40.81,129
PROD2144,Product_144,Electronics,47.2,60
PROD2145,Product_145,Home,48.57,65
PROD2146,Product_146,Clothing,62.95,175
PROD2147,Product_147,Clothing,98.14,118
PROD2148,Product_148,Toys,87.66,76
PROD2149,Product_149,Clothing,93.92,187
PROD2150,Product_150,Home,92.42,129
PROD2151,Product_151,Toys,14.71,139
PROD2152,Product_152,Toys,50.91,59
PROD2153,Product_153,Clothing,23.19,126
PROD2154,Product_154,Home,79.62,107
PROD2155,Product_155,Clothing,68.88,98
PROD2156,Product_156,Home,61.35,53
PROD2157,Product_157,Home,60.73,99
PROD2158,Product_158,Home,59.92,189
PROD2159,Product_159,Electronics,84.47,66
PROD2160,Product_160,Home,87.26,120
PROD2161,Product_161,Clothing,91.44,129
PROD2162,Product_162,Toys,54.71,130
PROD2163,Product_163,Clothing,87.88,71
PROD2164,Product_164,Clothing,16.45,143
PROD2165,Product_165,Home,39.8,112
PROD2166,Product_166,Home,84.44,105
PROD2167,Product_167,Clothing,79.37,69
PROD2168,Product_168,Electronics,65.87,199
PROD2169,Product_169,Electronics,99.92,78
PROD2170,Product_170,Electronics,17.25,144
PROD2171,Product_171,Toys,32.09,163
PROD2172,Product_172,Electronics,78.11,186
PROD2173,Product_173,Electronics,92.86,189
PROD2174,Product_174,Toys,27.08,186
PROD2175,Product_175,Home,78.2,186
PROD2176,Product_176,Electronics,80.61,169
PROD2177,Product_177,Toys,58.79,181
PROD2178,Product_178,Home,60.05,122
PROD2179,Product_179,Clothing,33.73,149
PROD2180,Product_180,Toys,57.1,56
PROD2181,Product_181,Toys,74.02,189
PROD2182,Product_182,Toys,95.63,146
PROD2183,Product_183,Home,88.88,167
PROD2184,Product_184,Electronics,11.53,150
PROD2185,Product_185,Electronics,97.75,127
PROD2186,Product_186,Toys,62.89,97
PROD2187,Product_187,Clothing,27.68,61
PROD2188,Product_188,Toys,37.37,56
PROD2189,Product_189,Electronics,22.26,178
PROD2190,Product_190,Electronics,66.5,166
PROD2191,Product_191,Home,85.68,158
PROD2192,Product_192,Electronics,82.5,60
PROD2193,Product_193,Clothing,35.6,101
PROD2194,Product_194,Clothing,13.15,188
PROD2195,Product_195,Electronics,47.37,109
PROD2196,Product_196,Toys,69.4,160
PROD2197,Product_197,Clothing,32.4,119
PROD2198,Product_198,Toys,83.34,103
PROD2199,Product_199,Electronics,10.1,134
PROD2200,Product_200,Toys,16.05,51
PROD2201,Product_201,Home,38.84,166
PROD2202,Product_202,Electronics,44.82,168
PROD2203,Product_203,Home,84.93,144
PROD2204,Product_204,Home,50.39,94
PROD2205,Product_205,Clothing,19.98,77
PROD2206,Product_206,Clothing,69.3,172
PROD2207,Product_207,Home,26.28,91
PROD2208,Product_208,Electronics,43.59,73
PROD2209,Product_209,Toys,81.45,107
PROD2210,Product_210,Toys,87.43,125
PROD2211,Product_211,Clothing,48.0,67
PROD2212,Product_212,Electronics,75.84,196
PROD2213,Product_213,Toys,80.69,116
PROD2214,Product_214,Home,30.91,110
PROD2215,Product_215,Home,27.96,130
PROD2216,Product_216,Clothing,90.2,83
PROD2217,Product_217,Home,57.24,82
PROD2218,Product_218,Electronics,58.97,156
PROD2219,Product_219,Electronics,46.6,162
PROD2220,Product_220,Electronics,48.25,133
PROD2221,Product_221,Clothing,99.94,156
PROD2222,Product_222,Clothing,89.19,168
PROD2223,Product_223,Toys,29.65,96
PROD2224,Product_224,Toys,85.42,156
PROD2225,Product_225,Home,54.64,197
PROD2226,Product_226,Home,22.06,154
PROD2227,Product_227,Home,98.53,73
PROD2228,Product_228,Toys,10.37,142
PROD2229,Product_229,Clothing,39.26,62
PROD2230,Product_230,Home,31.7,162
PROD2231,Product_231,Home,51.56,157
PROD2232,Product_232,Toys,35.18,123
PROD2233,Product_233,Electronics,68.83,112
PROD2234,Product_234,Clothing,91.39,165
PROD2235,Product_235,Toys,60.53,141
PROD2236,Product_236,Home,61.95,54
PROD2237,Product_237,Electronics,78.28,102
PROD2238,Product_238,Toys,61.37,113
PROD2239,Product_239,Electronics,32.25,111
PROD2240,Product_240,Home,26.72,109
PROD2241,Product_241,Toys,51.68,128
PROD2242,Product_242,Electronics,18.45,110
PROD2243,Product_243,Electronics,58.41,96
PROD2244,Product_244,Electronics,20.53,105
PROD2245,Product_245,Toys,79.97,180
PROD2246,Product_246,Home,85.61,94
PROD2247,Product_247,Toys,98.02,59
PROD2248,Product_248,Electronics,30.91,85
PROD2249,Product_249,Toys,31.71,72
PROD2250,Product_250,Electronics,30.84,54
PROD2251,Product_251,Electronics,89.65,146
PROD2252,Product_252,Toys,80.13,138
PROD2253,Product_253,Electronics,42.76,184
PROD2254,Product_254,Toys,95.13,187
PROD2255,Product_255,Clothing,95.37,106
PROD2256,Product_256,Home,33.36,160
PROD2257,Product_257,Electronics,32.95,135
PROD2258,Product_258,Electronics,29.47,124
PROD2259,Product_259,Electronics,99.52,121
PROD2260,Product_260,Electronics,74.25,54
PROD2261,Product_261,Electronics,72.45,149
PROD2262,Product_262,Home,61.78,128
PROD2263,Product_263,Clothing,71.6,163
PROD2264,Product_264,Home,89.81,135
PROD2265,Product_265,Electronics,18.7,190
PROD2266,Product_266,Electronics,14.42,57
PROD2267,Product_267,Electronics,20.13,189
PROD2268,Product_268,Electronics,71.11,182
PROD2269,Product_269,Home,99.61,84
PROD2270,Product_270,Clothing,81.02,87
PROD2271,Product_271,Home,68.87,75
PROD2272,Product_272,Clothing,41.57,199
PROD2273,Product_273,Electronics,40.58,176
PROD2274,Product_274,Home,80.54,98
PROD2275,Product_275,Electronics,96.3,75
PROD2276,Product_276,Home,41.87,84
PROD2277,Product_277,Electronics,77.54,65
PROD2278,Product_278,Clothing,27.16,194
PROD2279,Product_279,Toys,48.03,60
PROD2280,Product_280,Toys,31.0,173
PROD2281,Product_281,Home,24.75,101
PROD2282,Product_282,Electronics,41.55,71
PROD2283,Product_283,Electronics,64.59,64
PROD2284,Product_284,Home,38.06,79
PROD2285,Product_285,Toys,71.98,152
PROD2286,Product_286,Electronics,71.99,53
PROD2287,Product_287,Toys,53.09,166
PROD2288,Product_288,Electronics,60.05,55
PROD2289,Product_289,Clothing,53.11,63
PROD2290,Product_290,Clothing,52.36,91
PROD2291,Product_291,Clothing,49.5,86
PROD2292,Product_292,Home,64.91,182
PROD2293,Product_293,Clothing,22.94,99
PROD2294,Product_294,Electronics,43.61,52
PROD2295,Product_295,Clothing,48.01,108
PROD2296,Product_296,Electronics,24.83,84
PROD2297,Product_297,Clothing,44.82,113
PROD2298,Product_298,Clothing,66.86,114
PROD2299,Product_299,Toys,15.0,151
PROD2300,Product_300,Electronics,27.25,97
PROD2301,Product_301,Toys,84.73,110
PROD2302,Product_302,Home,79.68,192
PROD2303,Product_303,Clothing,52.46,176
PROD2304,Product_304,Clothing,51.3,120
PROD2305,Product_305,Clothing,82.94,125
PROD2306,Product_306,Toys,73.87,196
PROD2307,Product_307,Toys,59.26,51
PROD2308,Product_308,Clothing,91.39,109
PROD2309,Product_309,Toys,16.81,108
PROD2310,Product_310,Home,62.58,175
PROD2311,Product_311,Toys,52.16,139
PROD2312,Product_312,Home,80.84,85
PROD2313,Product_313,Toys,57.04,121
PROD2314,Product_314,Clothing,34.65,74
PROD2315,Product_315,Clothing,44.07,92
PROD2316,Product_316,Toys,77.39,133
PROD2317,Product_317,Electronics,81.33,56
PROD2318,Product_318,Home,63.27,150
PROD2319,Product_319,Electronics,70.4,118
PROD2320,Product_320,Clothing,28.17,114
PROD2321,Product_321,Toys,13.94,189
PROD2322,Product_322,Toys,23.21,98
PROD2323,Product_323,Home,76.95,142
PROD2324,Product_324,Clothing,37.82,58
PROD2325,Product_325,Toys,38.59,146
PROD2326,Product_326,Clothing,34.7,103
PROD2327,Product_327,Electronics,62.79,145
PROD2328,Product_328,Toys,76.32,92
PROD2329,Product_329,Clothing,11.72,113
PROD2330,Product_330,Toys,11.69,89
PROD2331,Product_331,Electronics,37.18,67
PROD2332,Product_332,Electronics,24.54,157
PROD2333,Product_333,Home,92.16,179
PROD2334,Product_334,Toys,22.13,188
PROD2335,Product_335,Toys,39.81,194
PROD2336,Product_336,Electronics,94.24,178
PROD2337,Product_337,Toys,84.46,176
PROD2338,Product_338,Electronics,96.82,181
PROD2339,Product_339,Toys,93.17,191
PROD2340,Product_340,Toys,75.85,159
PROD2341,Product_341,Clothing,74.43,162
PROD2342,Product_342,Home,60.95,75
PROD2343,Product_343,Electronics,51.81,109
PROD2344,Product_344,Electronics,19.62,170
PROD2345,Product_345,Toys,55.85,61
PROD2346,Product_346,Clothing,59.78,83
PROD2347,Product_347,Home,42.96,175
PROD2348,Product_348,Clothing,12.77,137
PROD2349,Product_349,Home,38.92,181
PROD2350,Product_350,Electronics,68.45,69
PROD2351,Product_351,Toys,67.14,53
PROD2352,Product_352,Toys,56.62,169
PROD2353,Product_353,Toys,29.45,94
PROD2354,Product_354,Toys,34.32,51
PROD2355,Product_355,Electronics,87.56,176
PROD2356,Product_356,Clothing,81.54,187
PROD2357,Product_357,Home,59.24,55
PROD2358,Product_358,Toys,46.93,101
PROD2359,Product_359,Home,48.03,165
PROD2360,Product_360,Electronics,94.9,160
PROD2361,Product_361,Home,63.14,192
PROD2362,Product_362,Home,66.02,160
PROD2363,Product_363,Electronics,58.6,145
PROD2364,Product_364,Electronics,52.84,146
PROD2365,Product_365,Toys,14.03,138
PROD2366,Product_366,Electronics,44.32,111
PROD2367,Product_367,Toys,54.17,101
PROD2368,Product_368,Home,11.77,73
PROD2369,Product_369,Home,49.91,167
PROD2370,Product_370,Electronics,99.94,124
PROD2371,Product_371,Clothing,69.22,92
PROD2372,Product_372,Home,20.62,189
PROD2373,Product_373,Clothing,35.86,169
PROD2374,Product_374,Toys,20.67,96
PROD2375,Product_375,Toys,81.48,99
PROD2376,Product_376,Clothing,41.24,53
PROD2377,Product_377,Home,70.71,124
PROD2378,Product_378,Clothing,47.64,143
PROD2379,Product_379,Toys,18.44,190
PROD2380,Product_380,Toys,74.99,197
PROD2381,Product_381,Toys,60.67,78
PROD2382,Product_382,Toys,40.87,191
PROD2383,Product_383,Home,21.3,95
PROD2384,Product_384,Electronics,95.9,103
PROD2385,Product_385,Clothing,21.83,114
PROD2386,Product_386,Clothing,39.2,158
PROD2387,Product_387,Clothing,63.24,157
PROD2388,Product_388,Electronics,83.15,146
PROD2389,Product_389,Toys,91.87,65
PROD2390,Product_390,Clothing,72.84,151
PROD2391,Product_391,Toys,81.43,80
PROD2392,Product_392,Clothing,96.26,133
PROD2393,Product_393,Toys,99.98,66
PROD2394,Product_394,Home,63.17,53
PROD2395,Product_395,Home,79.42,170
PROD2396,Product_396,Electronics,61.71,84
PROD2397,Product_397,Toys,26.03,133
PROD2398,Product_398,Electronics,85.04,142
PROD2399,Product_399,Toys,30.84,84
PROD2400,Product_400,Home,14.11,115
PROD2401,Product_401,Toys,68.92,143
PROD2402,Product_402,Electronics,68.96,140
PROD2403,Product_403,Electronics,92.55,167
PROD2404,Product_404,Home,34.61,135
PROD2405,Product_405,Electronics,30.5,81
PROD2406,Product_406,Toys,68.73,63
PROD2407,Product_407,Home,87.32,82
PROD2408,Product_408,Electronics,42.05,112
PROD2409,Product_409,Clothing,56.07,53
PROD2410,Product_410,Home,65.8,184
PROD2411,Product_411,Toys,93.15,151
PROD2412,Product_412,Toys,96.43,90
PROD2413,Product_413,Clothing,16.71,81
PROD2414,Product_414,Home,10.39,88
PROD2415,Product_415,Toys,37.48,135
PROD2416,Product_416,Home,94.69,93
PROD2417,Product_417,Electronics,56.56,198
PROD2418,Product_418,Toys,14.85,124
PROD2419,Product_419,Home,96.19,75
PROD2420,Product_420,Clothing,29.28,69
PROD2421,Product_421,Clothing,34.42,60
PROD2422,Product_422,Clothing,98.39,119
PROD2423,Product_423,Clothing,98.87,70
PROD2424,Product_424,Toys,84.63,60
PROD2425,Product_425,Toys,60.74,88
PROD2426,Product_426,Home,11.02,149
PROD2427,Product_427,Electronics,41.62,52
PROD2428,Product_428,Electronics,27.27,62
PROD2429,Product_429,Electronics,63.4,173
PROD2430,Product_430,Clothing,74.75,152
PROD2431,Product_431,Electronics,29.79,100
PROD2432,Product_432,Home,51.78,110
PROD2433,Product_433,Clothing,50.14,126
PROD2434,Product_434,Clothing,65.38,128
PROD2435,Product_435,Electronics,23.88,126
PROD2436,Product_436,Electronics,90.51,147
PROD2437,Product_437,Electronics,65.56,145
PROD2438,Product_438,Electronics,52.75,181
PROD2439,Product_439,Electronics,98.49,197
PROD2440,Product_440,Electronics,68.91,90
PROD2441,Product_441,Electronics,56.67,135
PROD2442,Product_442,Clothing,63.04,195
PROD2443,Product_443,Toys,81.74,149
PROD2444,Product_444,Toys,59.22,146
PROD2445,Product_445,Clothing,63.71,165
PROD2446,Product_446,Electronics,33.18,75
PROD2447,Product_447,Toys,85.82,196
PROD2448,Product_448,Clothing,44.72,161
PROD2449,Product_449,Clothing,62.82,157
PROD2450,Product_450,Home,45.54,100
PROD2451,Product_451,Toys,81.14,110
PROD2452,Product_452,Toys,16.78,165
PROD2453,Product_453,Home,81.87,71
PROD2454,Product_454,Home,58.29,83
PROD2455,Product_455,Home,52.18,121
PROD2456,Product_456,Clothing,74.2,84
PROD2457,Product_457,Home,97.4,86
PROD2458,Product_458,Clothing,25.85,79
PROD2459,Product_459,Home,28.24,141
PROD2460,Product_460,Clothing,67.38,57
PROD2461,Product_461,Electronics,42.37,82
PROD2462,Product_462,Home,48.13,86
PROD2463,Product_463,Clothing,82.09,65
PROD2464,Product_464,Home,67.06,145
PROD2465,Product_465,Clothing,95.43,70
PROD2466,Product_466,Home,21.64,166
PROD2467,Product_467,Toys,68.45,50
PROD2468,Product_468,Clothing,93.77,150
PROD2469,Product_469,Electronics,40.17,140
PROD2470,Product_470,Clothing,77.77,171
PROD2471,Product_471,Toys,15.11,197
PROD2472,Product_472,Clothing,16.94,181
PROD2473,Product_473,Clothing,82.01,118
PROD2474,Product_474,Clothing,88.28,60
PROD2475,Product_475,Electronics,84.52,51
PROD2476,Product_476,Toys,69.27,82
PROD2477,Product_477,Toys,15.13,112
PROD2478,Product_478,Clothing,58.43,118
PROD2479,Product_479,Home,58.72,68
PROD2480,Product_480,Clothing,12.64,131
PROD2481,Product_481,Clothing,44.65,94
PROD2482,Product_482,Home,42.77,106
PROD2483,Product_483,Toys,84.76,147
PROD2484,Product_484,Electronics,18.5,188
PROD2485,Product_485,Clothing,21.55,176
PROD2486,Product_486,Electronics,26.24,91
PROD2487,Product_487,Home,66.44,150
PROD2488,Product_488,Electronics,48.66,127
PROD2489,Product_489,Home,83.13,52
PROD2490,Product_490,Toys,91.98,126
PROD2491,Product_491,Toys,41.56,175
PROD2492,Product_492,Toys,59.79,164
PROD2493,Product_493,Home,51.32,81
PROD2494,Product_494,Clothing,17.31,133
PROD2495,Product_495,Home,31.33,116
PROD2496,Product_496,Home,18.2,172
PROD2497,Product_497,Home,32.01,169
PROD2498,Product_498,Clothing,47.0,81
PROD2499,Product_499,Electronics,83.66,174
PROD2500,Product_500,Electronics,39.74,93
PROD2501,Product_501,Home,70.47,114
PROD2502,Product_502,Electronics,43.19,165
PROD2503,Product_503,Toys,45.95,82
PROD2504,Product_504,Home,51.27,186
PROD2505,Product_505,Home,12.92,138
PROD2506,Product_506,Home,59.41,194
PROD2507,Product_507,Electronics,32.23,53
PROD2508,Product_508,Electronics,60.12,132
PROD2509,Product_509,Home,55.81,184
PROD2510,Product_510,Toys,20.1,83
PROD2511,Product_511,Toys,19.8,161
PROD2512,Product_512,Home,26.99,199
PROD2513,Product_513,Electronics,84.08,102
PROD2514,Product_514,Home,36.55,118
PROD2515,Product_515,Toys,54.04,180
PROD2516,Product_516,Toys,73.09,131
PROD2517,Product_517,Toys,61.93,147
PROD2518,Product_518,Home,31.62,65
PROD2519,Product_519,Home,92.89,129
PROD2520,Product_520,Toys,65.9,183
PROD2521,Product_521,Toys,84.97,54
PROD2522,Product_522,Toys,43.4,125
PROD2523,Product_523,Home,79.56,198
PROD2524,Product_524,Clothing,20.98,134
PROD2525,Product_525,Clothing,34.7,176
PROD2526,Product_526,Home,55.39,72
PROD2527,Product_527,Home,17.96,154
PROD2528,Product_528,Home,62.9,150
PROD2529,Product_529,Home,40.01,95
PROD2530,Product_530,Home,46.93,60
PROD2531,Product_531,Home,45.07,158
PROD2532,Product_532,Toys,79.25,135
PROD2533,Product_533,Electronics,52.77,167
PROD2534,Product_534,Clothing,67.02,120
PROD2535,Product_535,Toys,41.58,88
PROD2536,Product_536,Clothing,32.19,113
PROD2537,Product_537,Clothing,71.99,164
PROD2538,Product_538,Home,48.35,168
PROD2539,Product_539,Electronics,93.17,154
PROD2540,Product_540,Electronics,26.85,140
PROD2541,Product_541,Electronics,84.04,60
PROD2542,Product_542,Clothing,60.37,111
PROD2543,Product_543,Toys,86.15,176
PROD2544,Product_544,Clothing,84.86,124
PROD2545,Product_545,Electronics,23.14,153
PROD2546,Product_546,Home,60.93,118
PROD2547,Product_547,Electronics,45.24,131
PROD2548,Product_548,Home,27.17,68
PROD2549,Product_549,Home,79.95,118
PROD2550,Product_550,Clothing,87.37,137
PROD2551,Product_551,Home,36.18,132
PROD2552,Product_552,Toys,30.44,91
PROD2553,Product_553,Electronics,32.39,158
PROD2554,Product_554,Home,83.54,168
PROD2555,Product_555,Toys,62.99,56
PROD2556,Product_556,Electronics,55.41,158
PROD2557,Product_557,Clothing,31.89,169
PROD2558,Product_558,Toys,64.56,136
PROD2559,Product_559,Clothing,98.32,120
PROD2560,Product_560,Home,52.91,190
PROD2561,Product_561,Electronics,62.66,173
PROD2562,Product_562,Electronics,88.72,60
PROD2563,Product_563,Toys,81.57,89
PROD2564,Product_564,Electronics,88.62,88
PROD2565,Product_565,Clothing,75.81,157
PROD2566,Product_566,Toys,84.26,68
PROD2567,Product_567,Electronics,26.48,196
PROD2568,Product_568,Electronics,43.7,181
PROD2569,Product_569,Toys,10.94,59
PROD2570,Product_570,Toys,80.83,178
PROD2571,Product_571,Toys,13.95,79
PROD2572,Product_572,Clothing,94.49,181
PROD2573,Product_573,Electronics,92.1,76
PROD2574,Product_574,Clothing,60.9,72
PROD2575,Product_575,Home,21.47,90
PROD2576,Product_576,Clothing,85.56,173
PROD2577,Product_577,Clothing,27.88,98
PROD2578,Product_578,Toys,59.38,123
PROD2579,Product_579,Home,57.62,163
PROD2580,Product_580,Home,50.69,52
PROD2581,Product_581,Clothing,89.09,107
PROD2582,Product_582,Toys,69.39,115
PROD2583,Product_583,Clothing,78.61,162
PROD2584,Product_584,Clothing,48.24,184
PROD2585,Product_585,Electronics,79.8,156
PROD2586,Product_586,Electronics,18.16,138
PROD2587,Product_587,Home,68.06,64
PROD2588,Product_588,Electronics,51.6,85
PROD2589,Product_589,Home,52.26,59
PROD2590,Product_590,Home,93.46,126
PROD2591,Product_591,Toys,22.07,87
PROD2592,Product_592,Clothing,93.96,74
PROD2593,Product_593,Clothing,64.61,169
PROD2594,Product_594,Home,35.27,75
PROD2595,Product_595,Clothing,91.95,172
PROD2596,Product_596,Home,38.1,168
PROD2597,Product_597,Toys,66.99,163
PROD2598,Product_598,Clothing,42.42,182
PROD2599,Product_599,Clothing,98.51,151
PROD2600,Product_600,Clothing,52.68,56
PROD2601,Product_601,Home,70.89,81
PROD2602,Product_602,Electronics,73.91,124
PROD2603,Product_603,Electronics,44.3,192
PROD2604,Product_604,Clothing,99.89,80
PROD2605,Product_605,Toys,36.04,131
PROD2606,Product_606,Home,29.53,128
PROD2607,Product_607,Electronics,48.25,73
PROD2608,Product_608,Clothing,96.82,86
PROD2609,Product_609,Home,14.7,70
PROD2610,Product_610,Toys,97.69,138
PROD2611,Product_611,Home,88.3,155
PROD2612,Product_612,Home,74.29,125
PROD2613,Product_613,Clothing,76.83,84
PROD2614,Product_614,Clothing,57.46,85
PROD2615,Product_615,Clothing,74.78,123
PROD2616,Product_616,Clothing,71.29,170
PROD2617,Product_617,Clothing,12.51,82
PROD2618,Product_618,Home,47.43,53
PROD2619,Product_619,Home,87.15,76
PROD2620,Product_620,Toys,54.41,57
PROD2621,Product_621,Home,72.01,61
PROD2622,Product_622,Toys,27.06,162
PROD2623,Product_623,Home,83.72,187
PROD2624,Product_624,Electronics,12.08,191
PROD2625,Product_625,Electronics,18.65,84
PROD2626,Product_626,Home,26.33,74
PROD2627,Product_627,Clothing,29.7,53
PROD2628,Product_628,Toys,66.3,112
PROD2629,Product_629,Clothing,63.29,63
PROD2630,Product_630,Electronics,46.3,180
PROD2631,Product_631,Electronics,12.64,121
PROD2632,Product_632,Toys,99.7,92
PROD2633,Product_633,Electronics,74.22,53
PROD2634,Product_634,Home,61.37,184
PROD2635,Product_635,Electronics,99.65,144
PROD2636,Product_636,Electronics,56.1,181
PROD2637,Product_637,Electronics,61.96,56
PROD2638,Product_638,Toys,43.91,190
PROD2639,Product_639,Home,60.26,57
PROD2640,Product_640,Home,70.53,91
PROD2641,Product_641,Clothing,67.3,147
PROD2642,Product_642,Clothing,34.85,142
PROD2643,Product_643,Home,22.04,84
PROD2644,Product_644,Home,51.0,196
PROD2645,Product_645,Home,22.96,61
PROD2646,Product_646,Clothing,58.49,111
PROD2647,Product_647,Electronics,44.82,136
PROD2648,Product_648,Toys,63.87,124
PROD2649,Product_649,Clothing,76.47,96
PROD2650,Product_650,Electronics,63.06,168
PROD2651,Product_651,Clothing,27.43,138
PROD2652,Product_652,Clothing,20.23,71
PROD2653,Product_653,Toys,18.45,143
PROD2654,Product_654,Home,85.39,152
PROD2655,Product_655,Toys,61.13,123
PROD2656,Product_656,Electronics,75.66,105
